Table 5,Characterization factors of the subbasins,Unnamed: 2,Unnamed: 3
,,,
HUC8 ID,Subbasin,Scaled Power Consumption (MWh),Characterization factor
5050002,Middle New,6802.840231048087,0.11400916435408061
5050003,Greenbrier,1992.927012127633,0.2952838732096719
5050004,Lower New,1826.8498619738082,0.1
5050005,Gauley,2530.4975157303907,0.21667826293732242
5050006,Upper Kanawha,4117.041250784576,0.1
5050007,Elk,4366.157157567489,0.24186368670479438
5050008,Lower Kanawha,3990.3029116363637,0.1
5050009,Coal,7285.680317684036,0.2873136741010425
5060001,Upper Scioto,1214772.2015313194,0.3971140940125418
5060002,Lower Scioto,14229.488162009284,0.119817545327544
5060003,Paint,5795.414882445608,0.30648129181680384
5070101,Upper Guyandotte,3155.4679103817903,0.2785988257907584
5070102,Lower Guyandotte,4846.043907197685,0.12714668736982693
5070201,Tug,9332.926216185282,0.29634271680009455
5070202,Upper Levisa,13622.135874567904,0.29635755503918426
5070203,Lower Levisa,16075.193991011018,0.14742832364612318
5070204,Big Sandy,3080.022981920247,0.1
5080001,"Upper Great Miami, Indiana, Ohio",35635.23841333495,0.3855888343227711
5080002,"Lower Great Miami, Indiana, Ohio",57757.86230527841,0.1
5080003,Whitewater,14211.005114354766,0.28719278043375107
5090101,Raccoon-Symmes,7582.225363130405,0.1
5090102,Twelvepole,3282.5473356976167,0.30618921294385604
5090103,Little Scioto-Tygarts,6033.525009675166,0.1
5090104,Little Sandy,4965.466201336197,0.3218083430316515
5090201,Ohio Brush-Whiteoak,26048.057968265937,0.1
5090202,Little Miami,73883.40342857887,0.2773263841626329
5090203,Midle Ohio-Laughery,135324.88058221314,0.1
5100101,Licking,29074.779028374447,0.21233512924730114
5100102,South Fork Licking,5384.447397070469,0.27054146845363203
5100201,North Fork Kentucky,14440.428073691866,0.2027396125957873
5100202,Middle Fork Kentucky,4086.913824953506,0.2718401303733322
5100203,South Fork Kentucky,2997.0700414648004,0.26827163850219193
5100204,Upper Kentucky,2724.6092166356707,0.1
5100205,Lower Kentucky,84204.783434815,0.12691245836452697
5110001,Upper Green,18185.5894954278,0.24149106270044046
5110002,Barren,21678.780924905488,0.24709721829955086
5110003,Middle Green,5176.757608442212,0.1
5110004,Rough,7100.76608252349,0.2551109075687561
5110005,Lower Green,9650.524196594859,0.1
5110006,Pond,5238.346787388235,0.2625409993448418
5120101,Upper Wabash,15716.981333798158,0.21843702199898263
5120102,Salamonie,1360.984200463761,0.4033053043242574
5120103,Mississinewa,4662.646041122436,0.39300806181733294
5120104,Eel,4397.651348929948,0.41506910452768464
5120105,Middle Wabash-Deer,4446.027007828852,0.1
5120106,Tippecanoe,8362.790861591326,0.39768817256050565
5120107,Wildcat,6818.575222969998,0.3795822142965041
5120108,Middle Wabash-Little Vermilion,19034.47148697339,0.1
5120109,Vermilion,8749.262595855183,0.4205617434342063
5120110,Sugar,4927.416570318043,0.3791157648452793
5120111,Middle Wabash-Busseron,6047.407629904241,0.1
5120112,Embarras,7042.647800819984,0.3831651184060544
5120113,Lower Wabash,6465.706168932788,0.1
5120114,Little Wabash,4344.452067754782,0.24923789708195182
5120115,Skillet,2317.0412157330934,0.377083638792738
5120201,Upper White,116947.35517210019,0.33800768150677496
5120202,Lower White,10141.37847766297,0.1
5120203,Eel,4397.651348929948,0.2737233155037691
5120204,Driftwood,28014.93969564163,0.33952204118613344
5120205,Flatrock-Haw,6315.9555253389,0.11496042796183141
5120206,Upper East Fork White,14488.155935092642,0.1
5120207,Muscatatuck,3402.4605615941655,0.2685517007956404
5120208,Lower East Fork White,8207.979844644056,0.10367422846999617
5120209,Patoka,4745.321077451358,0.26529312799924387
5130101,Upper Cumberland,17935.59000831486,0.24385653102775465
5130102,Rockcastle,2179.6873249408955,0.2588079468141676
5130103,Upper Cumberland-Lake Cumberland,4904.29629954005,0.1
5130104,South Fork Cumberland,6611.277598741546,0.21556031632937636
5130105,Obey,4682.210203823448,0.22435954564887092
5130106,Upper Cumberland-Cordell Hull Reservoir,8113.832788892878,0.1
5130107,Collins,2405.317909097769,0.20369175817262217
5130108,Caney,19129.97562520884,0.14407579013623467
5130201,Lower Cumberland-Old Hickory Lake,24629.8152218161,0.1
5130202,Lower Cumberland-Sycamore,69346.81452241547,0.1
5130203,Stones,34892.240813108234,0.22749642275668783
5130204,Harpeth,56164.81106173109,0.24395053745432782
5130205,Lower Cumberland,23534.692711646756,0.1
5130206,Red,24426.734091342154,0.23878481879040003
5140101,Silver-Little Kentucky,55560.916599180644,0.1
5140102,Salt,35781.36371490632,0.12952819895824202
5140103,Rolling Fork,11480.423378967364,0.2533887455822619
5140104,Blue-Sinking,29065.49102580204,0.1
5140201,Lower Ohio-Little Pigeon,8760.664412987528,0.1
5140202,Highland-Pigeon,11092.551472580239,0.1
5140203,Lower Ohio-Bay,2248.364270287417,0.1
5140204,Saline,2896.3014591820265,0.2831014245043303
5140205,Tradewater,4744.3280783716045,0.27693452025051013
5140206,Lower Ohio,2810.455458927106,0.1
6010101,North Fork Holston,4101.917744934105,0.38541042010569837
6010102,South Fork Holston,12281.253126240506,0.19931617376952696
6010103,"Watauga, North Carolina, Tennessee",12899.22290201462,0.30941447125238714
6010104,Holston,20703.395408798366,0.1
6010105,Upper French Broad,24205.237694741823,0.28226666694181035
6010106,Pigeon,5819.921284948378,0.25332757232635195
6010107,Lower French Broad,3670.5020324548923,0.1
6010108,Nolichucky,15457.995955956278,0.3294555399471672
6010201,Watts Bar Lake,46013.9383320765,0.1
6010202,Upper Little Tennessee,2651.3562935180153,0.10057634388777638
6010203,Tuckasegee,2843.3711252949693,0.187869226600205
6010204,Lower Little Tennessee,11480.785525881445,0.1
6010205,"Upper Clinch, Tennessee, Virginia",12207.022696958149,0.2194312686706568
6010206,Powell,3475.834039025222,0.2998576276368421
6010207,Powell,3475.834039025222,0.1
6010208,Emory,3607.9769846649115,0.23440582220749231
6020001,Middle Tennessee-Chickamauga,46993.25323883751,0.1
6020002,Hiwassee,10929.904913697754,0.1806071712972323
6020003,Ocoee,3903.535325071646,0.2260143162516646
6020004,Sequatchie,3725.6103312873483,0.23720665364232346
6030001,Guntersville Lake,12294.522807980738,0.1
6030002,Wheeler Lake,819203.0043479766,0.1
6030003,Upper Elk,8017.726363659231,0.25870406100915877
6030004,Lower Elk,9790.860957706347,0.11322706742035417
6030005,Pickwick Lake,17226.221716793516,0.1
6030006,Bear,2209.5908296132898,0.2597124546023231
6040001,Lower Tennessee-Beech,10443.978347959881,0.1
6040002,Upper Duck,4008.8631818296153,0.2609825214409537
6040003,Lower Duck,20027.853960599707,0.12581348119971786
6040004,Buffalo,1603.545272731846,0.2848591829021337
6040005,Kentucky Lake,7904.911313617309,0.1
6040006,Lower Tennessee,2452.148149770025,0.1
7010101,Mississippi Headwaters,992.1216771550027,0.5773691486852518
7010102,Leech Lake,1653.5361891421146,1.0045909627310776
7010103,Prairie-Willow,2488.973598462722,0.3563245624994645
7010104,Elk-Nokasippi,1984.2433543100053,0.12653647002494875
7010105,Pine,3059.380609205862,0.872579211624781
7010106,Crow Wing,1818.8897716764832,0.4420493903896437
7010107,Redeye,1488.1824854407566,0.7881125413055212
7010108,Long Prairie,1488.1824854407566,0.8331573330753753
7010201,Platte-Spunk,4775.034067656111,0.1
7010202,Sauk,5339.0720378963415,0.7570412735789539
7010203,Clearwater-Elk,19514.825444916023,0.1
7010204,Crow,267332.3562222838,0.37250427486086174
7010205,South Fork Crow,10180.90768206839,0.7031041559013148
7010206,Twin Cities,226562.47139602966,0.1
7010207,Rum,15183.91466908703,0.6691630902500786
7020001,Upper Minnesota,2438.091234296217,0.6160294195394601
7020002,Pomme De Terre,1157.475320272866,1.0753918279408998
7020003,Lac Qui Parle,1301.9722921796008,1.0243210847712503
7020004,Hawk-Yellow Medicine,3472.425839750762,0.23493025300630258
7020005,Chippewa,3637.7795433529664,0.944762865274227
7020006,Redwood,1818.8897716764832,0.8501549761034546
7020007,Middle Minnesota,4634.274640486904,0.1
7020008,Cottonwood,2314.950640545732,0.7900853100636315
7020009,Blue Earth,3397.0194014411727,0.26721950759846935
7020010,Watonwan,2756.353473364191,0.695973481270476
7020011,Le Sueur,4796.63458034181,0.565600297914213
7020012,Lower Minnesota,158480.2970503915,0.1
7030001,Upper St. Croix,3401.75151864454,0.3212468717003945
7030002,Namekagon,838.6533390900082,0.651995670954918
7030003,Kettle,1679.5443150916713,0.6782085877276529
7030004,Snake,2862.9495704309866,0.6684903617735657
7030005,Lower St. Croix,44738.1510029208,0.21226073420694466
7040001,Rush-Vermillion,24688.17896939863,0.1
7040002,Cannon,6221.960009731222,0.5489528756827547
7040003,Buffalo-Whitewater,7335.917063077674,0.1
7040004,Zumbro,15705.079870105876,0.5231511500702715
7040005,Trempealeau,2096.6334385011087,0.5587342094279513
7040006,La Crosse-Pine,7105.863251574903,0.1
7040007,Black,8966.890605216602,0.5539477516775045
7040008,Root,6453.209680527647,0.5080942247064303
7050001,Upper Chippewa,3387.678384046979,0.2492020624470025
7050002,Flambeau,1048.3167192505543,0.38173634620811814
7050003,South Fork Flambeau,628.9900194138028,0.6403265246143395
7050004,Jump,1886.9699977570679,0.6080967767749462
7050005,Lower Chippewa,15392.277915248613,0.12565544193056763
7050006,Eau Claire,5859.299917653825,0.558226149388839
7050007,Red Cedar,4855.32174255079,0.5487139271062411
7060001,Coon-Yellow,5549.939810699418,0.1
7060002,Upper Iowa,1292.051016778894,0.4992229472418094
7060003,Grant-Little Maquoketa,5993.3218634650775,0.1
7060004,Turkey,3847.2858762212445,0.48740593798207515
7060005,Apple-Plum,3579.655693917198,0.1
7060006,Maquoketa,9114.93412332019,0.4736821990217172
7070001,Upper Wisconsin,3564.2767970049194,0.6342384565718857
7070002,Lake Dubay,10967.613700683967,0.32819075099366646
7070003,Castle Rock,8890.985004618418,0.23186646283607643
7070004,Baraboo,1886.9699977570679,0.5549705857248781
7070005,Lower Wisconsin,18168.783555777853,0.11512065621808604
7070006,Kickapoo,2096.6334385011087,0.579614774556871
7080101,Copperas-Duck,17129.92743989052,0.1
7080102,Upper Wapsipinicon,5965.097645423365,0.4642594932965525
7080103,Lower Wapsipinicon,6794.43726132227,0.18173752852343855
7080104,Flint-Henderson,20734.53035818071,0.1
7080105,South Skunk,8989.315631506099,0.5078415887072375
7080106,North Skunk,1724.6454011827882,0.49743855409089244
7080107,Skunk,6005.851274289911,0.18497393313088648
7080201,Upper Cedar,5078.549956629712,0.4956460592499614
7080202,Shell Rock,2153.4183612651054,0.3002826824616633
7080203,Winnebago,1922.6875820550167,0.48942830694404016
7080204,West Fork Cedar,1724.6454011827882,0.1618713796798192
7080205,Middle Cedar,24927.441866382,0.17481589501476769
7080206,Lower Cedar,6433.299348098947,0.1
7080207,Upper Iowa,1292.051016778894,0.5147713441554863
7080208,Middle Iowa,7484.026910192836,0.26602636649729156
7080209,Lower Iowa,12985.264742333773,0.1
7090001,Upper Rock,21394.42008890064,0.5187750070536733
7090002,Crawfish,79203.895103979,0.23844837185586312
7090003,Pecatonica,13496.705234324003,0.33065114868310985
7090004,Sugar,4927.416570318043,0.45813695865964343
7090005,Lower Rock,16228.35694919422,0.1
7090006,Kishwaukee,38045.79268568307,0.43360061450366
7090007,Green,5241.890791656319,0.4712227412465555
7100001,Des Moines Headwaters,2645.6578057136226,0.737590553731116
7100002,Upper Des Moines,1724.6454011827882,0.3191026559631002
7100003,East Fork Des Moines,2884.03131249903,0.6051025814730169
7100004,Middle Des Moines,14717.023086077535,0.16690186836416004
7100005,Boone,1459.315311523628,0.551260192223303
7100006,North Raccoon,533265.7022155627,0.39483364286420586
7100007,South Raccoon,7191.754036021895,0.5671230762159559
7100008,Lake Red Rock,411659.89086751663,0.11488384523658657
7100009,Lower Des Moines,4123.2035576960925,0.1
7110001,Bear-Wyaconda,3691.942532330862,0.1
7110002,North Fabius,1289.2740327744596,0.44646175697238566
7110003,South Fabius,1289.2740327744596,0.17979025396686635
7110004,The Sny,8827.100937655418,0.1
7110005,North Fork Salt,1432.5266088858093,0.42585357732788837
7110006,South Fork Salt,2931.930564309728,0.4352632750925074
7110007,Salt,35781.36371490632,0.1193226130968898
7110008,Cuivre,7588.065707932025,0.4359464651387194
7110009,Peruque-Piasa,18921.90383949924,0.1
7120001,Kankakee,46928.00482710491,0.2444068338016995
7120002,Iroquois,18602.560001212583,0.42822121167110405
7120003,Chicago,633908.3600679046,0.3879983560449917
7120004,Des Plaines,1665913.3695087305,0.22357737703806732
7120005,Upper Illinois,24139.139109271066,0.1
7120006,Upper Fox,9037.930462243903,0.4181399983567577
7120007,Lower Fox,71179.68834447754,0.1724739151833322
7130001,Lower Illinois-Senachwine Lake,11405.197529942629,0.1
7130002,Vermilion,8749.262595855183,0.4876360253774586
7130003,Lower Illinois-Lake Chautauqua,12001.732857745219,0.1
7130004,Mackinaw,11349.268106612528,0.4610081127265848
7130005,Spoon,7234.780766049404,0.46993006771345597
7130006,Upper Sangamon,14168.567115099155,0.4409039994726124
7130007,South Fork Sangamon,8888.35992376268,0.46650157713549223
7130008,Lower Sangamon,10148.448088449279,0.1
7130009,Salt,35781.36371490632,0.45484149368647925
7130010,La Moine,3185.9315808569154,0.44955117749861717
7130011,Lower Illinois,11027.989590633386,0.1
7130012,Macoupin,9621.55341379594,0.4525171073016037
7140101,Cahokia-Joachim,130776.02128733024,0.1
7140102,Meramec,25624.925155470482,0.26521201887753587
7140103,Bourbeuse,4928.895175360934,0.4396259165891095
7140104,Big,11657.445426327396,0.4969938928901214
7140105,Upper Mississippi-Cape Girardeau,4440.059814772866,0.1
7140106,Big Muddy,6661.49352552439,0.3814783183926995
7140107,Whitewater,14211.005114354766,0.3758954838784064
7140108,Cache,1403.2033622199278,0.3480101035875231
7140201,Upper Kaskaskia,6554.911468955239,0.42680159710043547
7140202,Middle Kaskaskia,5710.359747066935,0.21828492753543388
7140203,Shoal,7531.569824858231,0.4278084064195196
7140204,Lower Kaskaskia,26216.27229342011,0.11705687172343678
8010100,Lower Mississippi-Memphis,8149.649987726441,0.1
8010201,Bayou De Chien-Mayfield,3814.4527580878603,0.2968226121515634
8010202,Obion,6558.216785556611,0.1
8010203,South Fork Obion,6013.294651726164,0.27885094720137193
8010204,North Fork Forked Deer,6055.161833886711,0.2799523948117231
8010205,South Fork Forked Deer,9746.873666945745,0.28356147236360985
8010206,Forked Deer,0,0.1
8010207,Upper Hatchie,5213.704821829198,0.260669713236285
8010208,Lower Hatchie,12778.542776823102,0.15548400469302082
8010209,Loosahatchie,16499.363860770438,0.27626471711962
8010210,Wolf,21340.4969980695,0.24646120910419925
8010211,Horn Lake-Nonconnah,41928.15064829892,0.18020173156899044
8020100,Lower Mississippi-Helena,2461.3376270207177,0.1
8020201,New Madrid-St. Johns,1002.7686989004295,0.2922958942072172
8020202,Upper St. Francis,1719.0320033433343,0.42017396797691875
8020203,Lower St. Francis,22714.158881463274,0.1362136312952275
8020204,Little River Ditches,6678.303338353519,0.3035655910299317
8020205,L'Anguille,3077.303249120288,0.32127551174452235
8020301,Lower White-Bayou Des Arc,6216.396600810906,0.1
8020302,Cache,1403.2033622199278,0.32488693104769845
8020303,Lower White,10141.37847766297,0.1
8020304,Big,11657.445426327396,0.2934204828624879
8020401,Lower Arkansas,3874.4042874264833,0.1
8020402,Bayou Meto,12389.890414815549,0.38960168595298134
8030100,Lower Mississippi-Greenville,209.35834831159923,0.1
8030201,Little Tallahatchie,7678.116824242101,0.26754384679656207
8030202,Tallahatchie,4011.5916294314716,0.1
8030203,Yocona,8199.759884865714,0.27810390558250797
8030204,Coldwater,25437.050321118,0.28588666346114366
8030205,Yalobusha,7220.865223400637,0.27985123622213054
8030206,Upper Yazoo,3209.27335193265,0.1
8030207,Big Sunflower,12435.9343900986,0.2686050756120737
8030208,Lower Yazoo,1203.477537266491,0.1
8030209,Deer-Steele,2808.114092164981,0.26961974855104837
8040101,Ouachita Headwaters,7642.516526219236,0.2676317884642708
8040102,Upper Ouachita,3140.375148324903,0.1
8040103,Little Missouri,3140.375148324903,0.312349512467581
8040201,Lower Ouachita-Smackover,2302.941936828991,0.1
8040202,Lower Ouachita-Bayou De Loutre,3290.833382451012,0.1
8040203,Upper Saline,19457.474546580517,0.31999202791090686
8040204,Lower Saline,3019.372092679116,0.15384154248476936
8040205,Bayou Bartholomew,3360.941970022242,0.32182303133753976
8040206,Bayou D'Arbonne,9960.547109790257,0.3413009205023364
8040207,Lower Ouachita,5931.509489767393,0.1
8040301,Lower Red,3007.476438854767,0.1
8040302,Castor,3276.1189863328023,0.32415729845463037
8040303,Dugdemona,2390.9888992662136,0.31379613647703847
8040304,Little,2468.0654254307096,0.11053806282579609
8040305,Black,8966.890605216602,0.1
8040306,Bayou Cocodrie,1366.2793883046702,0.25630047855723315
8050001,Boeuf,9877.171019204061,0.3022988459055235
8050002,Bayou Macon,837.4333930480876,0.3152054340996672
8050003,Tensas,2732.5587766093404,0.1644286396945714
8060100,Lower Mississippi-Natchez,1143.8881548419486,0.1
8060201,Upper Big Black,6227.3442818832455,0.29620361394090294
8060202,Lower Big Black,15766.559630302176,0.1714616709048184
8060203,Bayou Pierre,5924.118400944221,0.3264927914672457
8060204,Coles Creek,802.3183379831625,0.3343249337803678
8060205,Homochitto,2406.955074433828,0.3145603341333027
8060206,Buffalo,1603.545272731846,0.2891484205141764
8070100,Lower Mississippi-Baton Rouge,1571.171132182026,0.1
8070201,Bayou Sara-Thompson,5319.564037086751,0.2860366856457828
8070202,Amite,46698.725177281594,0.2613225788304795
8070203,Tickpaw,10981.279420003188,0.2575999029023794
8070204,Lake Maurepas,16322.676847673574,0.1
8070205,Tangipahoa,3594.4664365327053,0.2600840726822634
8070300,Lower Grand,96602.02039629816,0.2709162606856075
8080100,No Name Assigned,11695.631588647035,0.1
8080102,Bayou Teche,12420.657407515037,0.2601274486536779
8080103,Vermillion,47804.83797399009,0.25893627065247443
8080201,Mermentau Headwaters,4440.407921189301,0.2603151672345445
8080202,Mermentau,9158.574760081763,0.1724562339629063
8080203,Upper Calcasieu,7576.483301514828,0.19466026359177288
8080204,Whiskey Chitto,2049.4190219230877,0.31441289621569213
8080205,West Fork Calcasieu,2862.726133543653,0.33561225147219853
8080206,Lower Calcasieu,9808.13846292094,0.1
8090100,Lower Mississippi-New Orleans,1894.697694328645,0.1
8090201,Liberty Bayou-Tchefuncta,18946.977185818738,0.2733700741592711
8090202,Lake Pontchartrain,0,0.1
8090203,Eastern Louisiana Coastal,71613.04067133799,0.2945502147397669
8090301,East Central Louisiana Coastal,44555.063479318735,0.2835230445322291
8090302,West Central Louisiana Coastal,13945.880668973947,0.20699778152996612
9010001,Upper Souris,1042.9913928560836,2.64251595265287
9010002,Des Lacs,608.4116155327051,3.1832703698401423
9010003,Lower Souris,1129.9073724946645,1.0114139756562976
9010004,Willow,521.4956963784646,3.082586812044191
9010005,Deep,29467.39273511121,4.235107026111698
9020101,Bois De Sioux,1207.1670296744735,0.6849072767034953
9020102,Mustinka,1322.8289029063885,1.1585731003065116
9020103,Otter Tail,2811.011509315826,0.9780130435052727
9020104,Upper Red,7847.484887395302,0.1
9020105,Western Wild Rice,1580.8546882603937,1.6410451622607003
9020106,Buffalo,1603.545272731846,1.1150475105464501
9020107,Elm-Marsh,4498.290904332248,0.1
9020108,Eastern Wild Rice,3958.0180974341747,1.0909285309441379
9020109,Goose,876.7990746680986,1.7738943041431732
9020201,Devils Lake,2172.8987652515934,2.8713431765649777
9020202,Upper Sheyenne,782.2435749090216,4.4026069940609664
9020203,Middle Sheyenne,1129.9073724946645,1.5249883626760514
9020204,Lower Sheyenne,10220.812589713345,0.5564911190336757
9020205,Maple,10437.606886596037,1.8074504751105511
9020301,Sandhill-Wilson,2857.706429067489,0.1
9020302,Red Lakes,1653.5361891421146,1.1703097248507577
9020303,Red Lake,1301.22318559278,0.2702314402508548
9020304,Thief,496.0608385279241,1.1140824491635468
9020305,Clearwater,2231.0250355482954,1.0611232231879637
9020306,Grand Marais-Red,867.4821439230183,0.1
9020307,Turtle,2502.4030508770097,1.7100462663402192
9020308,Forest,1319.0184929814995,1.967451751595296
9020309,Snake,2862.9495704309866,1.4844200856347298
9020310,Park,869.1594939641076,2.084510820381173
9020311,Lower Red,3007.476438854767,0.1
9020312,Two Rivers,992.1216771550027,1.439779872634298
9020313,Pembina,1303.7392107039911,2.2739317741264293
9020314,Roseau,661.414451403617,1.2238711948415155
9030001,Rainy Headwaters,504.7302441527162,0.7183103608690671
9030002,Vermilion,8749.262595855183,0.7885119045686051
9030003,Rainy Lake,496.0608385279241,0.1572181894036304
9030004,Upper Rainy,165.3536128756929,0.1
9030005,Little Fork,1862.2367693599638,0.8736612669932275
9030006,Big Fork,1653.5361891421146,0.9442171252150744
9030007,Rapid,0,1.0718979930947397
9030008,Lower Rainy,165.3536128756929,0.1
9030009,Lake of the Woods,826.7680340371397,0.1
10010001,Belly,0,0.14753637142420117
10010002,St. Marys,894.7034377021897,0.23433835423514507
10020001,Red Rock,416.65501926718406,1.4333269302034761
10020002,Beaverhead,208.32750963359203,0.7546037003860232
10020003,Ruby,416.65501926718406,1.2811610091778705
10020004,Big Hole,1041.6375783109756,0.8234270309917856
10020005,Jefferson,1041.6375783109756,0.21730581872660154
10020006,Boulder,208.32750963359203,1.5906025817206386
10020007,Madison,1041.6375783109756,0.5021288551643824
10020008,Gallatin,1458.2925369946647,0.6356785448310528
10030101,Upper Missouri,2291.6025754298785,0.23001839711020086
10030102,Upper Missouri-Dearborn,3179.992952869249,0.14331714463257625
10030103,Smith,1230.3317216393432,1.851961425712937
10030104,Sun,1741.333812421979,1.5865601213672262
10030105,Belt,1741.333812421979,1.1336235661905147
10030201,Two Medicine,416.65501926718406,0.7758286428076347
10030202,Cut Bank,416.65501926718406,2.3541795591657455
10030203,Marias,1874.947616746189,1.571156592779204
10030204,Willow,521.4956963784646,15.358691056969976
10030205,Teton,1249.9651181867378,13.81168175828173
10040101,Bullwhacker-Dog,833.3100384352134,0.1
10040102,Arrow,624.9824985594512,3.2227132325524885
10040103,Judith,1458.2925369946647,1.808699313476046
10040104,Fort Peck Reservoir,416.65501926718406,0.20826769502685039
10040105,Big Dry,208.32750963359203,9.570784657077485
10040106,Little Dry,208.32750963359203,22.378208943107918
10040201,Upper Musselshell,1458.2925369946647,3.810307739086023
10040202,Middle Musselshell,624.9824985594512,1.6083200497956993
10040203,Flatwillow,208.32750963359203,1.409779629163639
10040204,Box Elder,416.65501926718406,4.063368967553706
10040205,Lower Musselshell,624.9824985594512,0.8983682010587739
10050001,Milk Headwaters,0,0.19752395302906353
10050002,Upper Milk,624.9824985594512,0.39128844885128516
10050003,Wild Horse Lake,0,23.297267466281163
10050004,Middle Milk,1249.9651181867378,1.251317777644832
10050005,Big Sandy,3080.022981920247,9.532061864036315
10050006,Sage,833.3100384352134,23.71573192344275
10050007,Lodge,208.32750963359203,100
10050008,Battle,0,20.303453057000986
10050009,Peoples,208.32750963359203,7.667034002424572
10050010,Cottonwood,2314.950640545732,22.24150423273849
10050011,Whitewater,14211.005114354766,10.243492340990912
10050012,Lower Milk,624.9824985594512,0.48298443236696775
10050013,Frenchman,1655.483696951358,9.435879267252174
10050014,Beaver,870.4144200831486,21.00109159810363
10050015,Rock,208.32750963359203,8.416790466042661
10050016,Porcupine,416.65501926718406,17.590787327797262
10060001,Prairie Elk-Wolf,416.65501926718406,0.1
10060002,Redwater,833.3100384352134,27.331687022134545
10060003,Poplar,624.9824985594512,17.088674580369975
10060004,West Fork Poplar,416.65501926718406,58.4006759873415
10060005,Charlie-Little Muddy,624.9824985594512,0.1
10060006,Big Muddy,6661.49352552439,15.475985259965865
10060007,Brush Lake Closed Basin,295.2434590300028,11.828868577869033
10070001,Yellowstone Headwaters,897.898851381652,0.38115619441155757
10070002,Upper Yellowstone,1458.2925369946647,0.27127876273279716
10070003,Shields,208.32750963359203,1.0040924395604796
10070004,Upper Yellowstone-Lake Basin,3236.5174010113633,0.10494099219119306
10070005,Stillwater,1634.3791996829268,0.5753425810094829
10070006,Clarks Fork Yellowstone,5079.331380495358,1.3021996420042865
10070007,Upper Yellowstone-Pompeys Pillar,6408.553289485934,0.1351751579924536
10070008,Pryor,1602.138322396272,4.618237877710939
10080001,Upper Wind,1091.6652903201218,0.8987321969272591
10080002,Little Wind,545.8326451600609,1.3515611080800107
10080003,Popo Agie,272.91632258003045,1.4076147681695415
10080004,Muskrat,0,56.38718904708057
10080005,Lower Wind,545.8326451600609,0.8482002455107884
10080006,Badwater,272.91632258003045,22.352362685171716
10080007,Upper Bighorn,1091.6652903201218,1.4278947099788915
10080008,Nowood,818.7489979822616,2.724469084760663
10080009,Greybull,818.7489979822616,0.40911986717577037
10080010,Big Horn Lake,545.8326451600609,0.3275611556059113
10080011,Dry,0,100
10080012,North Fork Shoshone,272.91632258003045,0.2880283301617203
10080013,South Fork Shoshone,0,0.6448294200358622
10080014,Shoshone,1346.9018668921146,0.7048959556212923
10080015,Lower Bighorn,624.9824985594512,0.31957568340168224
10080016,Little Bighorn,1170.8152043030072,2.3903815667768407
10090101,Upper Tongue,1781.2366624095068,2.747982493022336
10090102,Lower Tongue,624.9824985594512,2.3788367488401647
10090201,Middle Fork Powder,272.91632258003045,1.865767985358147
10090202,Upper Powder,272.91632258003045,2.4090988896294556
10090203,South Fork Powder,0,14.17268909009907
10090204,Salt,35781.36371490632,7.381889480715921
10090205,Crazy Woman,0,7.3405537093599715
10090206,Clear,12365.979037025636,3.2598645920832454
10090207,Middle Powder,481.2438322136225,0.708874523660326
10090208,Little Powder,545.8326451600609,7.689571900191341
10090209,Lower Powder,416.65501926718406,0.9598828217545137
10090210,Mizpah,208.32750963359203,11.282556213941662
10100001,Lower Yellowstone-Sunday,1874.947616746189,0.21646972703516953
10100002,Big Porcupine,0,8.95167740147064
10100003,Rosebud,416.65501926718406,5.317892166544551
10100004,Lower Yellowstone,1545.2085166332458,0.22104390030914503
10100005,O Fallon,833.3100384352134,8.409641832055769
10110101,Lake Sakakawea,2346.73072462791,0.12326724838160387
10110102,Little Muddy,173.8318987928215,8.737774581116339
10110201,Upper Little Missouri,1152.6871622459118,4.758987913099265
10110202,Box Elder,416.65501926718406,6.736319876474582
10110203,Middle Little Missouri,434.5797469820538,2.2156873431391113
10110204,Beaver,870.4144200831486,12.990377181608158
10110205,Lower Little Missouri,347.663797585643,1.4181757733898437
10120101,Antelope,0,11.119949354796448
10120102,Dry Fork Cheyenne,0,11.014082407059453
10120103,Upper Cheyenne,0,5.697914234428694
10120104,Lance,545.8326451600609,3.8531040580589364
10120105,Lightning,818.7489979822616,8.259035640631621
10120106,Angostura Reservoir,309.8505847824279,1.0325933901402726
10120107,Beaver,870.4144200831486,4.057955449612667
10120108,Hat,0,5.601006884613054
10120109,Middle Cheyenne-Spring,868.3480526127356,1.1718137686012537
10120110,Rapid,0,2.1704811583316697
10120111,Middle Cheyenne-Elk,3848.2781489931403,0.3622045980892122
10120112,Lower Cheyenne,1013.7112963135393,0.3122362882920216
10120113,Cherry,1116.9948750771202,4.721647878903196
10120201,Upper Belle Fourche,1637.4978749958425,5.077371490800109
10120202,Lower Belle Fourche,2051.6921230840494,1.7881020141936463
10120203,Redwater,833.3100384352134,1.4183988819714537
10130101,Painted Woods-Square Butte,2144.646224277231,0.1
10130102,Upper Lake Oahe,10650.156124854215,0.1
10130103,Apple,5724.484928241061,3.6820790659362337
10130104,Beaver,870.4144200831486,3.25239867925179
10130105,Lower Lake Oahe,826.2682665085227,0.1
10130106,West Missouri Coteau,690.2495501775916,3.5964152874936546
10130201,Knife,956.0754737018431,5.249684867536511
10130202,Upper Heart,347.663797585643,4.100591212020874
10130203,Lower Heart,2811.7212785733095,1.985964771401677
