id,state,state_abb,state_id,county,county_id,operator,ref,name,sqft,lon,lat,type,Map_Location
138260136,Illinois,IL,17,Champaign County,19,,,NCSA Petascale Computing Facility,45620.0,-88.2420314008415,40.09525910725613,building,"Illinois, Champaign County"
138643160,Ohio,OH,39,Clark County,23,,,LexisNexus Springfield,79937.0,-83.72376141562715,39.912780083635845,building,"Ohio, Clark County"
147350175,Illinois,IL,17,Cook County,31,CoreSite Data Center,,Telegraph Building,26299.0,-87.63147664546159,41.8761557998216,building,"Illinois, Cook County"
149379943,Illinois,IL,17,Cook County,31,Digital Realty,ORD11,Digital Realty ORD11,9092.0,-87.6299544230129,41.87429345515449,building,"Illinois, Cook County"
151179323,Arizona,AZ,4,Maricopa County,13,Lumen Technologies,,Lumen,25456.0,-112.07078574012118,33.49433566334995,building,"Arizona, Maricopa County"
152163711,Arizona,AZ,4,Maricopa County,13,,,L3Harris Technologies Inc,14469.0,-111.67170400659428,33.30535847275577,building,"Arizona, Maricopa County"
152163722,Arizona,AZ,4,Maricopa County,13,,,AZ Labs,31625.0,-111.67170030901956,33.30627197658142,building,"Arizona, Maricopa County"
152449872,Illinois,IL,17,Cook County,31,Serverfarm,CH1,Serverfarm CH1,56419.0,-87.64014138667577,41.87094383200688,building,"Illinois, Cook County"
155739337,Arizona,AZ,4,Maricopa County,13,,,Aligned Energy Data Center,512814.0,-112.11116815143932,33.65904093265778,building,"Arizona, Maricopa County"
156520409,Illinois,IL,17,Cook County,31,,,Lakeside Technology Center,129156.0,-87.6183592533761,41.85365260504632,building,"Illinois, Cook County"
157362579,Arizona,AZ,4,Maricopa County,13,Flexential,,Flexential Phoenix - Deer Valley,110023.0,-112.09835688433344,33.68467413549308,building,"Arizona, Maricopa County"
161126131,California,CA,6,Santa Clara County,85,Equinix,SV5,Equinix SV5,166314.0,-121.7818392792948,37.24204046852016,building,"California, Santa Clara County"
168129695,Pennsylvania,PA,42,Allegheny County,3,,,DataBank Pittsburgh PIT2,60007.0,-80.1901183810463,40.4513685262094,building,"Pennsylvania, Allegheny County"
169170979,New Mexico,NM,35,Bernalillo County,1,,,Molina Healthcare,25568.0,-106.61803444531762,34.995445919501066,building,"New Mexico, Bernalillo County"
172739950,Nevada,NV,32,Clark County,3,Switch,,Switch12,378533.0,-115.21329217816584,36.06173888983835,building,"Nevada, Clark County"
172739953,Nevada,NV,32,Clark County,3,Switch,,Switch Las Vegas 7,324714.0,-115.2102454849461,36.0599251525617,building,"Nevada, Clark County"
174242795,Illinois,IL,17,Cook County,31,EdgeConneX,CHI01,EdgeConneX CHI01,117212.0,-87.95079654356604,42.00076800737207,building,"Illinois, Cook County"
187574082,New Jersey,NJ,34,Middlesex County,23,,,Verizon Wireline Network Building,32247.0,-74.44309493368364,40.494903131723454,building,"New Jersey, Middlesex County"
190868312,California,CA,6,Sacramento County,67,NTT,CA3,RagingWire CA3,151366.0,-121.49876273285923,38.64423935185345,building,"California, Sacramento County"
192307107,California,CA,6,San Francisco County,75,Digital Realty,,360 Spear Street Data Center,34599.0,-122.390136684847,37.7889916560582,building,"California, San Francisco County"
193611192,New Jersey,NJ,34,Hudson County,17,Equinix,,Equinix New York Secaucus NY5,211455.0,-74.07230107005046,40.77860177682816,building,"New Jersey, Hudson County"
193611211,New Jersey,NJ,34,Hudson County,17,Equinix,NY4,Equinix New York Secaucus NY4,317271.0,-74.06977591206658,40.77642808061452,building,"New Jersey, Hudson County"
193611219,New Jersey,NJ,34,Hudson County,17,Equinix,NY2,Equinix New York Secaucus NY2,402960.0,-74.07591693201753,40.77741950863345,building,"New Jersey, Hudson County"
193612533,New Jersey,NJ,34,Hudson County,17,,,AT&T Secaucus Enterprise Data Center,143163.0,-74.06918218107636,40.786164392038025,building,"New Jersey, Hudson County"
194049551,California,CA,6,Sacramento County,67,Quality Technology Services,,QTS Sacramento,90196.0,-121.48622274444377,38.64634932685158,building,"California, Sacramento County"
195165374,Missouri,MO,29,Platte County,165,,,Black Rock Financial Management,80025.0,-94.67802527416188,39.295491746601805,building,"Missouri, Platte County"
195664350,Oklahoma,OK,40,Tulsa County,143,,,Cherokee Data Center,414827.0,-95.9100313251996,36.262546063389934,building,"Oklahoma, Tulsa County"
199252950,Illinois,IL,17,DuPage County,43,,,CyrusOne Chicago Aurora CME,456668.0,-88.24353714429098,41.79667381331048,building,"Illinois, DuPage County"
200989527,Colorado,CO,8,Arapahoe County,5,,,Xfinity/Comcast Data Center,51338.0,-104.83243481918149,39.58830727917687,building,"Colorado, Arapahoe County"
203432103,Indiana,IN,18,Monroe County,105,Indiana University,,IU Data Center,94288.0,-86.50070261861606,39.17441899239106,building,"Indiana, Monroe County"
204316962,New Jersey,NJ,34,Middlesex County,23,,,IO Datacenter,829908.0,-74.34731684357497,40.52090133887192,building,"New Jersey, Middlesex County"
204460681,New Jersey,NJ,34,Middlesex County,23,,,DataBank Piscataway EWR2,50646.0,-74.45820961832148,40.54921344851485,building,"New Jersey, Middlesex County"
204460799,New Jersey,NJ,34,Middlesex County,23,,,Optimum,68126.0,-74.49202896228643,40.54682624136092,building,"New Jersey, Middlesex County"
204460812,New Jersey,NJ,34,Middlesex County,23,Equinix,,Equinix,62331.0,-74.49538057530054,40.544881931883474,building,"New Jersey, Middlesex County"
204460835,New Jersey,NJ,34,Middlesex County,23,Barclays,,Barclays Datacenter,352286.0,-74.45973725576992,40.5472442650833,building,"New Jersey, Middlesex County"
204460903,New Jersey,NJ,34,Middlesex County,23,Digital Realty,EWR12,Digital Realty New York EWR12,302795.0,-74.45930065392974,40.5529045023767,building,"New Jersey, Middlesex County"
204460950,New Jersey,NJ,34,Middlesex County,23,Digital Realty,EWR11,Digital Realty New York EWR11,96114.0,-74.45717948167879,40.55377882278532,building,"New Jersey, Middlesex County"
205724881,Washington,WA,53,King County,33,,,Intergate Seattle East Building 2,107319.0,-122.29056964991396,47.49503090192437,building,"Washington, King County"
205724885,Washington,WA,53,King County,33,Sabey,,Intergate Seattle East Building 1,97862.0,-122.28819434180774,47.49485963017304,building,"Washington, King County"
205823968,California,CA,6,Santa Clara County,85,Equinix,SV15,Equinix SV15,38211.0,-121.98840629999836,37.3754951498238,building,"California, Santa Clara County"
205823970,California,CA,6,Santa Clara County,85,Equinix,SV16,Equinix SV16,26347.0,-121.98868795324002,37.37611802320719,building,"California, Santa Clara County"
205823971,California,CA,6,Santa Clara County,85,Equinix,SV17,Equinix SV17,42360.0,-121.98858391314204,37.37652899594956,building,"California, Santa Clara County"
205823980,California,CA,6,Santa Clara County,85,Equinix,SV14,Equinix SV14,20213.0,-121.98850932446408,37.37496213850432,building,"California, Santa Clara County"
205846843,California,CA,6,Santa Clara County,85,CoreSite,SV4,CoreSite SV4,51928.0,-121.97068417339612,37.37626310504029,building,"California, Santa Clara County"
209073635,California,CA,6,Santa Clara County,85,Lumen Technologies,,Lumen Santa Clara,25424.0,-121.95208193297096,37.37700481451303,building,"California, Santa Clara County"
209073636,California,CA,6,Santa Clara County,85,Prime,,Prime Santa Clara,30065.0,-121.9532252332796,37.37500511660042,building,"California, Santa Clara County"
209073641,California,CA,6,Santa Clara County,85,Digital Realty,SJC10,Digital Realty Silicon Valley SJC10,57051.0,-121.95333535904548,37.3758229057937,building,"California, Santa Clara County"
209073645,California,CA,6,Santa Clara County,85,,,Colovore,24161.0,-121.95314883048796,37.37672946683328,building,"California, Santa Clara County"
209073647,California,CA,6,Santa Clara County,85,Digital Realty,SJC30,Digital Realty Silicon Valley SJC30,48539.0,-121.95810528697965,37.37828897395487,building,"California, Santa Clara County"
209073649,California,CA,6,Santa Clara County,85,Digital Realty,SJC15,Digital Realty Silicon Valley SJC15,24615.0,-121.95407689999966,37.374996550088426,building,"California, Santa Clara County"
209073653,California,CA,6,Santa Clara County,85,Digital Realty,SJC16,Digital Realty Silicon Valley SJC16,42504.0,-121.9559861698452,37.37492909708269,building,"California, Santa Clara County"
209073657,California,CA,6,Santa Clara County,85,Digital Realty,,Digital Realty Silicon Valley SJC29,40287.0,-121.95809620000126,37.37502320043753,building,"California, Santa Clara County"
209073659,California,CA,6,Santa Clara County,85,Prime,,Prime SANTA CLARA DATA CENTER,25825.0,-121.95488070140485,37.37502630609213,building,"California, Santa Clara County"
209076412,California,CA,6,Santa Clara County,85,Digital Realty,,Digital Realty,44027.0,-121.94853104740696,37.3763410080539,building,"California, Santa Clara County"
209077298,California,CA,6,Santa Clara County,85,Lumen Technologies,,Lumen,15840.0,-121.95068207526988,37.377584795732375,building,"California, Santa Clara County"
209087373,California,CA,6,Santa Clara County,85,Digital Realty,,2805 Lafayette Street,146597.0,-121.9483289304616,37.37224989820432,building,"California, Santa Clara County"
209786637,Illinois,IL,17,Cook County,31,Quality Technology Services,,QTS Chicago,267112.0,-87.66900814712955,41.84218652884067,building,"Illinois, Cook County"
210222970,Illinois,IL,17,Cook County,31,,,Iron Mountain Data & Record Storage,106033.0,-87.64550983406527,41.84879669155961,building,"Illinois, Cook County"
210917861,Arizona,AZ,4,Maricopa County,13,,,Data Storage Centers,38109.0,-112.03430310768364,33.421692874680694,building,"Arizona, Maricopa County"
211832626,Massachusetts,MA,25,Essex County,9,TierPoint,,,51354.0,-71.20859932011268,42.68570898649228,building,"Massachusetts, Essex County"
215630401,North Carolina,NC,37,Mecklenburg County,119,Flexential,,Flexential Charlotte - South,33741.0,-80.93687158006364,35.13543064967394,building,"North Carolina, Mecklenburg County"
220518160,Arizona,AZ,4,Maricopa County,13,Digital Realty,,Digital Realty Data Center,67568.0,-111.899226799974,33.34464820831519,building,"Arizona, Maricopa County"
221201212,Washington,WA,53,King County,33,Comcast,,,8025.0,-122.31731718771368,47.69332367380437,building,"Washington, King County"
221897579,Virginia,VA,51,Fairfax County,59,,,Equinix DC97,43991.0,-77.37742307519908,38.96157142283795,building,"Virginia, Fairfax County"
222672860,Virginia,VA,51,Prince William County,153,Amazon Web Services,IAD55,Amazon IAD-55,228140.0,-77.64876376105128,38.81506150876172,building,"Virginia, Prince William County"
223783259,Washington,WA,53,King County,33,,,CTI Biopharma,20600.0,-122.35669303335187,47.61778780579821,building,"Washington, King County"
223928497,Washington,WA,53,King County,33,Digital Realty,SEA10,Westin Building,13117.0,-122.33886422516164,47.61435537680634,building,"Washington, King County"
224100721,Virginia,VA,51,Prince William County,153,,,COPT Data Center,127955.0,-77.5318452938603,38.74728120625685,building,"Virginia, Prince William County"
224174031,California,CA,6,Santa Clara County,85,SV Colo,,SV Colo,57709.0,-121.9587992678193,37.36431021578032,building,"California, Santa Clara County"
224998784,California,CA,6,Santa Clara County,85,Microsoft,,,166655.0,-121.94643635591544,37.36206620920108,building,"California, Santa Clara County"
225745958,Virginia,VA,51,Fauquier County,61,,,OVH US East Vint Hill,85783.0,-77.67445377449387,38.74744469757881,building,"Virginia, Fauquier County"
231047065,Wyoming,WY,56,Laramie County,21,University Corporation for Atmospheric Research,,NCAR-Wyoming Supercomputing Center,101129.0,-104.89748679471975,41.12879048730292,building,"Wyoming, Laramie County"
231664575,Washington,WA,53,King County,33,H5 Data Centers,,The Seattle Times,48589.0,-122.33646162358502,47.6189848283978,building,"Washington, King County"
231769626,Oregon,OR,41,Wasco County,65,Google,,Google Data Center The Dalles Oregon,1487396.0,-121.2013022306046,45.632047991657046,campus,"Oregon, Wasco County"
233888384,North Carolina,NC,37,Wake County,183,,,Segra Data Center,46141.0,-78.66236321040674,35.724992093646854,building,"North Carolina, Wake County"
234722029,Virginia,VA,51,Loudoun County,107,Equinix,DC2,Equinix Ashburn DC2,175215.0,-77.45900624552966,39.0164707082229,building,"Virginia, Loudoun County"
234722720,Virginia,VA,51,Loudoun County,107,H5,Ashburn,H5 Data Centers Ashburn,83656.0,-77.45171989501625,39.01367498906444,building,"Virginia, Loudoun County"
239032142,South Dakota,SD,46,Minnehaha County,99,,,TierPoint Sioux Falls West Data Center,55963.0,-96.80919489840308,43.60697077791878,building,"South Dakota, Minnehaha County"
239147373,Virginia,VA,51,Fairfax County,59,Lumen Technologies,,Lumen McLean,42056.0,-77.21161871839628,38.920020715978985,building,"Virginia, Fairfax County"
239147724,Virginia,VA,51,Fairfax County,59,DataBank,IAD2,DataBank McLean IAD2,22957.0,-77.21358499990595,38.919905150298106,building,"Virginia, Fairfax County"
240724127,Utah,UT,49,Salt Lake County,35,,,eBay,183167.0,-112.04772494385752,40.5637493311281,building,"Utah, Salt Lake County"
244490839,Arizona,AZ,4,Maricopa County,13,,,PhoenixNAP,79223.0,-112.00942632468968,33.41605053769886,building,"Arizona, Maricopa County"
250052753,New York,NY,36,New York County,61,,,32 Avenue of the Americas,42396.0,-74.00463586981833,40.719998478665225,building,"New York, New York County"
251716328,Virginia,VA,51,Fairfax County,59,Digital Realty,,Digital Realty,72337.0,-77.47258021616551,38.91013270273295,building,"Virginia, Fairfax County"
253682978,Missouri,MO,29,St. Louis city,510,,,TierPoint,24039.0,-90.1964202669285,38.62976100794761,building,"Missouri, St. Louis city"
254583328,Nevada,NV,32,Clark County,3,,,Verizon,25884.0,-115.07792815622405,36.14473260734884,building,"Nevada, Clark County"
254773897,Texas,TX,48,Collin County,85,Centersquare,DA1,Evoque Allen DA1,114534.0,-96.68376373847305,33.09506355613131,building,"Texas, Collin County"
257581364,Virginia,VA,51,Henrico County,87,Flexential,,Flexential - Richmond,39778.0,-77.43869516745981,37.64689021155882,building,"Virginia, Henrico County"
258343744,Virginia,VA,51,Fairfax County,59,Amazon Web Services,IAD-9,Amazon IAD-9,85855.0,-77.453440411722,38.89965169321405,building,"Virginia, Fairfax County"
258343748,Virginia,VA,51,Fairfax County,59,,,Amazon IAD22,30140.0,-77.45510184070243,38.89790175442311,building,"Virginia, Fairfax County"
258343749,Virginia,VA,51,Fairfax County,59,Amazon Web Services,IAD-1,Amazon IAD-1,93882.0,-77.45407518694847,38.89785914212502,building,"Virginia, Fairfax County"
269166415,Georgia,GA,13,Fulton County,121,,,Cox Data Center,127858.0,-84.31955321505815,34.03620188757935,building,"Georgia, Fulton County"
269847438,Georgia,GA,13,Fulton County,121,Quality Technology Services,,QTS Atlanta Data Center 1,719736.0,-84.42109985598158,33.7776811736858,building,"Georgia, Fulton County"
273895868,Virginia,VA,51,Loudoun County,107,Cyxtera,DC7,Cyxtera Sterling DC7,130748.0,-77.44424695215189,38.98092474637894,building,"Virginia, Loudoun County"
273896096,Virginia,VA,51,Loudoun County,107,CyrusOne,CyrusOne Northern Virginia Sterling IV,,127744.0,-77.42564884364357,38.98488674675325,building,"Virginia, Loudoun County"
278560778,Georgia,GA,13,Fulton County,121,Digital Realty,,Digital Realty Data Center,128785.0,-84.41520253319351,33.65703230386123,building,"Georgia, Fulton County"
279410762,New Jersey,NJ,34,Hudson County,17,Cyxtera,,Cyxtera (Digital Realty Trust) Citibank Data Center,58356.0,-74.02575833881977,40.76076492901499,building,"New Jersey, Hudson County"
279410766,New Jersey,NJ,34,Hudson County,17,Digital Realty,EWR10,Digital Realty New Jersey EWR10,126960.0,-74.0250249144998,40.761831079828376,building,"New Jersey, Hudson County"
283051472,Washington,WA,53,Grant County,25,Sabey Data Centers,,Intergate Quincy Data Center,4318512.0,-119.81593119578888,47.24532712863972,campus,"Washington, Grant County"
283051474,Washington,WA,53,Grant County,25,Intuit,,H5 Data Center,2700606.0,-119.81875311909133,47.25141148987495,campus,"Washington, Grant County"
283051477,Washington,WA,53,Grant County,25,Yahoo,,Yahoo Data Center,2171282.0,-119.82778184373043,47.246984537637,campus,"Washington, Grant County"
283051487,Washington,WA,53,Grant County,25,,,NTTData Data Center,3068566.0,-119.86463264336116,47.24435998530277,campus,"Washington, Grant County"
284044002,Georgia,GA,13,Cobb County,67,datasite,Atlanta,DataSite Atlanta,77660.0,-84.48161598883719,33.92551125989177,building,"Georgia, Cobb County"
289620443,California,CA,6,San Francisco County,75,Digital Realty,SFO10,Digital Realty San Francisco SFO10,104867.0,-122.39793596994733,37.7236016950597,building,"California, San Francisco County"
289884123,New York,NY,36,New York County,61,,,33 Thomas Street,30791.0,-74.0059130609563,40.7165249817088,building,"New York, New York County"
290101976,Idaho,ID,16,Madison County,65,,,VentureData,18269.0,-111.78209278694165,43.82524323217676,building,"Idaho, Madison County"
292506452,Colorado,CO,8,Arapahoe County,5,,,zColo by Zayo,62177.0,-104.84703864109652,39.591351747526645,building,"Colorado, Arapahoe County"
293211683,Washington,WA,53,King County,33,Sabey,,Intergate Seattle East Building 5,200124.0,-122.28973615206532,47.49191977023955,building,"Washington, King County"
293211686,Washington,WA,53,King County,33,Sabey,,Intergate Seattle East Building 3,203387.0,-122.29030164481166,47.49355623811284,building,"Washington, King County"
293211687,Washington,WA,53,King County,33,Digital Realty,,Intergate Seattle East Building 4,116828.0,-122.28885825770004,47.49341087440766,building,"Washington, King County"
296374269,Pennsylvania,PA,42,Lehigh County,77,Flexential,,Flexential Allentown data center,48995.0,-75.45757328328773,40.635695315852814,building,"Pennsylvania, Lehigh County"
